Regime Information 
 Unit triggered from 130khz filter 
 Logged clicks regardless of ratio
Logged clicks regardless of click length
Logged clicks regardless of inter-click length
10 or 0.129 milli volts
Gain on Logger = 12 
50 us Minimum / 800 us Maximum
1000 us Minimum / 500000 us Maximum

Session start time 08:19:45:000000 01/05/2017 
 Session end time 21:42:10:000000 04/05/2017 
 Click Time,Click Length,Inter-Click Interval,Amplitude 130khz, Amplitude 60khz 
 7.682036,4,0.000000,0.129412,0.349412 
9.630497,8,1.948461,0.142353,0.401176 
14.150998,57,4.520501,0.388235,0.802353 
24.046470,13,9.895472,0.168235,0.465882 
51.812029,30,27.765558,0.284706,1.177647 
208.048257,1,156.236221,0.129412,0.064706 
490.549895,7,282.501648,0.155294,0.232941 
503.717636,12,13.167741,0.168235,0.440000 
540.448097,0,36.730461,0.116471,0.362353 
535.868262,31,0.000000,0.271765,1.100000 
551.891284,56,16.023022,0.647059,1.514118 
551.941816,35,0.050532,0.310588,1.682353 
559.598217,19,7.656401,0.194118,0.556471 
559.698187,4,0.099970,0.142353,0.401176 
754.929070,12,195.230881,0.168235,0.440000 
755.020806,15,0.091736,0.181176,0.375294 
756.092656,24,1.071850,0.245882,0.776471 
1036.645257,28,280.552612,0.245882,1.462353 
22960.701166,57,21924.056641,1.242353,1.967059 
22960.732936,72,0.031770,2.005882,2.148235 
22960.761918,71,0.028982,2.057647,2.225882 
22960.893981,5,0.132063,0.142353,0.323529 
22970.761848,34,9.867867,0.401176,1.682353 
22996.438923,15,25.677074,0.207059,0.375294 
22996.618736,19,0.179813,0.245882,0.440000 
22998.290942,66,1.672206,2.031765,2.458823 
22998.661484,75,0.370542,2.148235,2.148235 
23002.390323,19,3.728839,0.129412,0.103529 
23002.645215,34,0.254892,0.194118,0.051765 
23691.527285,99,688.882080,1.747059,2.109412 
23693.103550,10,1.576265,0.168235,0.271765 
23694.552853,7,1.449303,0.142353,0.414118 
23695.670401,42,1.117548,0.569412,1.876471 
23702.360013,9,6.689612,0.168235,0.038824 
23729.701759,1,27.341745,0.116471,0.245882 
23742.603037,4,12.901278,0.116471,0.038824 
23744.483346,35,1.880309,0.155294,0.181176 
23745.544038,54,1.060692,0.297647,0.129412 
23746.582745,63,1.038707,0.258824,0.051765 
23764.924245,1,18.341499,0.116471,0.064706 
23780.516567,27,15.592322,0.194118,0.064706 
23781.168276,16,0.651709,0.168235,0.194118 
23796.323136,51,15.154860,0.297647,0.220000 
24182.722281,17,386.399139,0.232941,0.465882 
24200.285132,24,17.562851,0.232941,0.737647 
24200.293087,38,0.007955,0.478824,1.772941 
25533.936594,33,1333.643555,0.284706,0.983529 
25533.938867,114,0.002273,0.983529,0.724706 
25538.242556,17,4.303689,0.232941,0.530588 
25544.552748,68,6.310192,1.941176,2.135294 
25544.559875,66,0.007127,1.760000,2.109412 
25545.214926,32,0.655051,0.297647,1.552941 
25545.220006,29,0.005080,0.258824,1.255294 
25545.222984,25,0.002978,0.245882,0.880000 
25545.232706,21,0.009722,0.232941,0.789412 
25545.367404,27,0.134698,0.284706,1.410588 
25545.368060,115,0.000656,0.685882,2.342353 
25545.393114,53,0.025054,0.181176,0.103529 
25545.423518,90,0.030404,0.905882,0.478824 
25545.428627,20,0.005109,0.168235,0.090588 
25545.450827,57,0.022200,0.207059,0.478824 
25545.451408,57,0.000581,0.232941,0.698824 
25545.462079,40,0.010671,0.181176,0.789412 
25545.466670,43,0.004591,0.194118,0.220000 
25545.467240,132,0.000570,0.582353,0.323529 
25545.523437,15,0.056197,0.129412,0.414118 
25545.652772,36,0.129335,0.323529,0.077647 
25550.702109,27,5.049337,0.155294,0.103529 
25550.713143,36,0.011034,0.194118,0.220000 
25551.379402,157,0.666259,0.271765,1.009412 
25551.383006,111,0.003604,0.232941,0.271765 
25551.384243,122,0.001237,0.310588,0.440000 
25552.694080,43,1.309837,0.258824,0.129412 
25931.350419,9,378.656342,0.155294,0.090588 
25935.525932,1,4.175513,0.129412,0.077647 
25947.815747,12,12.289815,0.155294,0.168235 
25947.937069,5,0.121322,0.129412,0.064706 
25948.419752,18,0.482683,0.220000,0.336471 
26166.746443,8,218.326691,0.129412,0.375294 
26629.100634,10,462.354187,0.142353,0.194118 
28931.812062,9,2302.711426,0.129412,0.090588 
28932.526133,16,0.714071,0.168235,0.155294 
29259.541118,14,327.014984,0.168235,0.168235 
29259.552623,28,0.011505,0.207059,0.181176 
29260.039435,54,0.486812,0.258824,0.854118 
29260.061012,45,0.021577,0.220000,0.724706 
29260.430781,29,0.369769,0.194118,0.232941 
29261.214400,39,0.783619,0.168235,0.478824 
29261.322514,47,0.108114,0.155294,0.168235 
29261.409538,62,0.087024,0.232941,0.310588 
34075.788401,5,4814.378906,0.116471,0.181176 
36019.549232,28,1943.760864,0.232941,0.802353 
37857.522052,46,1837.972778,0.440000,1.540000 
37857.572822,24,0.050770,0.142353,0.155294 
38648.892748,65,791.319946,0.297647,0.375294 
40108.666075,11,1459.773315,0.129412,0.181176 
41388.383822,6,1279.717773,0.129412,0.155294 
41858.507276,4,470.123444,0.142353,0.892941 
44129.935266,11,2271.427979,0.258824,1.268235 
44368.933517,31,238.998245,0.155294,0.038824 
44948.534447,11,579.600952,0.168235,0.245882 
44980.947670,6,32.413223,0.116471,0.284706 
46159.946037,5,1178.998413,0.129412,0.038824 
46163.744875,16,3.798838,0.155294,0.129412 
46163.771294,6,0.026419,0.129412,0.038824 
46163.963929,29,0.192635,0.168235,0.025882 
46163.994917,10,0.030988,0.129412,0.038824 
46176.353961,17,12.359044,0.142353,0.038824 
46176.396648,20,0.042687,0.155294,0.025882 
46182.393545,51,5.996897,0.207059,0.038824 
46182.456515,17,0.062970,0.142353,0.038824 
46182.520613,40,0.064098,0.207059,0.025882 
46199.865820,6,17.345207,0.116471,0.038824 
46247.186886,4,47.321068,0.116471,0.025882 
46359.661902,128,112.475014,0.504706,0.038824 
46405.857170,9,46.195267,0.116471,0.025882 
46463.565797,93,57.708626,0.220000,0.025882 
46494.642772,6,31.076975,0.129412,0.038824 
46494.729326,3,0.086554,0.116471,0.025882 
46494.876722,12,0.147396,0.129412,0.038824 
47046.594915,90,551.718201,0.271765,0.194118 
48143.908853,3,1097.313965,0.116471,0.038824 
48523.570810,15,379.661957,0.129412,0.038824 
48523.626548,18,0.055738,0.129412,0.038824 
48524.352194,25,0.725646,0.155294,0.038824 
48926.992572,14,402.640381,0.129412,0.129412 
48929.169774,13,2.177202,0.647059,1.785882 
48929.231466,11,0.061692,0.142353,0.077647 
48929.527375,12,0.295909,0.129412,0.051765 
48929.529772,27,0.002397,0.155294,0.077647 
48929.542227,7,0.012455,0.168235,0.064706 
48929.585930,57,0.043703,0.336471,0.168235 
48929.587977,24,0.002047,0.168235,0.181176 
48929.662136,3,0.074159,0.155294,0.116471 
48929.795064,13,0.132928,0.155294,0.194118 
48929.968089,24,0.173025,0.168235,0.064706 
48930.126854,24,0.158765,0.168235,0.051765 
48930.142550,25,0.015696,0.129412,0.168235 
48930.144618,42,0.002068,0.207059,0.129412 
48948.203132,1,18.058514,0.129412,1.889412 
49108.808901,31,160.605774,0.284706,0.220000 
49446.813091,5,338.004181,0.129412,0.025882 
49512.777165,24,65.964073,0.142353,0.038824 
49513.018525,35,0.241360,0.168235,0.038824 
49518.845745,24,5.827220,0.168235,0.038824 
49572.160431,5,53.314686,0.129412,0.025882 
49572.428248,7,0.267817,0.129412,0.038824 
49573.050580,0,0.622332,0.142353,0.038824 
49573.158063,6,0.107483,0.129412,0.051765 
49573.213481,3,0.055418,0.116471,0.025882 
49601.641942,15,28.428461,0.349412,1.410588 
49601.676395,19,0.034453,0.142353,0.051765 
49601.710102,24,0.033707,0.142353,0.038824 
49601.742818,27,0.032716,0.142353,0.025882 
49601.774800,24,0.031982,0.142353,0.038824 
49601.807160,21,0.032360,0.155294,0.038824 
49601.839540,27,0.032380,0.155294,0.025882 
49601.873533,27,0.033993,0.142353,0.038824 
49601.908626,27,0.035093,0.168235,0.025882 
49601.944563,21,0.035937,0.129412,0.038824 
49601.983250,22,0.038687,0.155294,0.038824 
49602.031599,25,0.048349,0.155294,0.038824 
49602.075108,26,0.043509,0.168235,0.051765 
49602.112345,10,0.037237,0.116471,0.025882 
49608.650958,10,6.538613,0.142353,0.025882 
49608.677800,16,0.026842,0.129412,0.038824 
49608.703605,24,0.025805,0.168235,0.038824 
49608.727752,19,0.024147,0.155294,0.038824 
49608.751762,8,0.024010,0.116471,0.025882 
49608.798190,5,0.046428,0.129412,0.025882 
49608.821082,8,0.022892,0.116471,0.038824 
49608.843479,25268,0.022397,0.155294,0.038824 
49610.536939,20,1.693460,0.155294,0.038824 
49610.566036,20,0.029097,0.155294,0.038824 
49610.596950,31,0.030914,0.181176,0.051765 
49610.628327,31,0.031377,0.207059,0.038824 
49610.660020,25,0.031693,0.181176,0.038824 
49613.510483,12,2.850463,0.129412,0.038824 
49613.551384,24,0.040901,0.155294,0.025882 
49613.593753,12,0.042369,0.129412,0.025882 
49613.676396,13,0.082643,0.129412,0.051765 
49613.714990,24,0.038594,0.155294,0.038824 
49613.753529,28,0.038539,0.168235,0.038824 
49613.793354,31,0.039825,0.181176,0.051765 
49613.833311,35,0.039957,0.181176,0.025882 
49613.869734,30,0.036423,0.181176,0.025882 
49613.904116,24,0.034382,0.155294,0.038824 
49613.936263,14,0.032147,0.116471,0.038824 
49613.963832,15,0.027569,0.129412,0.025882 
49613.989541,5,0.025709,0.116471,0.038824 
49614.013908,12,0.024367,0.129412,0.038824 
49614.038598,25231,0.024690,0.129412,0.051765 
49618.759833,100,4.721235,0.155294,0.724706 
49619.009240,53,0.249407,0.181176,0.025882 
49619.112196,63,0.102956,0.349412,0.025882 
49619.247332,61,0.135136,0.258824,0.025882 
49623.397579,20,4.150247,0.129412,0.038824 
49623.488043,106,0.090464,0.634118,0.064706 
49623.586075,103,0.098032,0.711765,0.064706 
49623.586618,32,0.000543,0.155294,0.064706 
49643.356112,50,19.769493,0.245882,0.051765 
49643.467573,44,0.111461,0.194118,0.038824 
49651.108159,68,7.640586,0.271765,0.504706 
49651.197041,98,0.088882,0.478824,0.051765 
49651.266836,72,0.069795,0.284706,0.038824 
49651.344434,21,0.077598,0.155294,0.038824 
49651.424780,37,0.080346,0.155294,0.025882 
49657.485920,17,6.061140,0.142353,0.038824 
49657.517559,28,0.031639,0.181176,0.038824 
49657.547518,31,0.029959,0.194118,0.025882 
49657.577706,32,0.030188,0.207059,0.038824 
49665.484009,8,7.906303,0.440000,1.540000 
49667.632115,36,2.148106,0.207059,0.038824 
49667.728349,25,0.096234,0.181176,0.025882 
49668.906774,9,1.178425,0.116471,0.025882 
49677.229238,27,8.322464,0.155294,0.025882 
49680.798937,136,3.569699,0.698824,0.064706 
49681.664325,148,0.865388,0.478824,1.410588 
49681.892530,107,0.228205,0.491765,0.038824 
49682.124892,69,0.232362,0.401176,0.038824 
49682.388705,160,0.263813,0.465882,0.038824 
49687.338276,32,4.949571,0.220000,0.038824 
49687.405764,58,0.067488,0.362353,0.038824 
49687.480954,42,0.075190,0.220000,0.038824 
49687.558299,49,0.077345,0.349412,0.025882 
49687.642906,57,0.084607,0.362353,0.038824 
49687.714808,39,0.071902,0.220000,0.025882 
49687.783251,33,0.068443,0.194118,0.038824 
49687.847626,44,0.064375,0.271765,0.025882 
49687.910591,47,0.062965,0.310588,0.025882 
49687.965776,39,0.055185,0.284706,0.025882 
49688.011709,37,0.045933,0.258824,0.038824 
49688.057105,31,0.045396,0.207059,0.038824 
49688.101100,20,0.043995,0.142353,0.025882 
49688.142210,27,0.041110,0.181176,0.038824 
49688.181355,36,0.039145,0.232941,0.025882 
49688.220985,41,0.039630,0.297647,0.038824 
49688.259523,41,0.038538,0.284706,0.038824 
49688.298032,33,0.038509,0.232941,0.038824 
49688.334573,26,0.036541,0.194118,0.038824 
49688.370909,29,0.036336,0.194118,0.025882 
49688.408608,38,0.037699,0.232941,0.038824 
49688.445476,40,0.036868,0.245882,0.038824 
49688.483137,38,0.037661,0.232941,0.025882 
49688.520090,36,0.036953,0.220000,0.025882 
49688.556386,30,0.036296,0.194118,0.025882 
49688.592706,30,0.036320,0.194118,0.025882 
49688.629545,25,0.036839,0.181176,0.025882 
49688.667804,29,0.038259,0.194118,0.025882 
49688.708862,41,0.041058,0.284706,0.025882 
49688.749056,43,0.040194,0.271765,0.038824 
49688.790451,39,0.041395,0.258824,0.038824 
49689.831661,13,1.041210,0.129412,0.038824 
49689.886447,21,0.054786,0.168235,0.038824 
49690.220522,13,0.334075,0.142353,0.038824 
49690.286898,21,0.066376,0.155294,0.025882 
49690.341957,30,0.055059,0.181176,0.025882 
49690.391818,17,0.049861,0.142353,0.038824 
49690.434370,36,0.042552,0.220000,0.038824 
49690.472612,44,0.038242,0.271765,0.025882 
49690.510412,47,0.037800,0.271765,0.038824 
49690.544271,40,0.033859,0.220000,0.038824 
49690.576631,28,0.032360,0.168235,0.038824 
49690.609514,22,0.032883,0.168235,0.025882 
49690.641644,19,0.032130,0.168235,0.038824 
49690.674739,26,0.033095,0.181176,0.025882 
49690.706206,25,0.031467,0.181176,0.038824 
49690.738151,29,0.031945,0.194118,0.038824 
49690.768520,28,0.030369,0.194118,0.038824 
49690.799364,32,0.030844,0.207059,0.038824 
49690.830130,31,0.030766,0.207059,0.025882 
49690.860341,35,0.030211,0.220000,0.038824 
49690.892482,40,0.032141,0.245882,0.025882 
49690.923969,36,0.031487,0.245882,0.038824 
49690.952708,34,0.028739,0.194118,0.025882 
49690.980206,32,0.027498,0.194118,0.038824 
49691.006070,30,0.025864,0.181176,0.025882 
49691.029696,27,0.023626,0.181176,0.025882 
49691.051679,27,0.021983,0.168235,0.038824 
49691.073130,28,0.021451,0.168235,0.038824 
49691.093323,26,0.020193,0.181176,0.038824 
49691.112798,27,0.019475,0.181176,0.025882 
49691.131467,28,0.018669,0.168235,0.025882 
49691.149824,29,0.018357,0.181176,0.038824 
49691.167784,31,0.017960,0.194118,0.038824 
49691.186199,30,0.018415,0.194118,0.025882 
49691.204867,34,0.018668,0.194118,0.038824 
49691.223989,34,0.019122,0.207059,0.038824 
49691.243463,34,0.019474,0.194118,0.038824 
49691.262727,40,0.019264,0.207059,0.025882 
49691.282377,39,0.019650,0.232941,0.038824 
49691.303217,40,0.020840,0.232941,0.025882 
49691.324839,41,0.021622,0.245882,0.038824 
49691.348284,42,0.023445,0.271765,0.038824 
49691.373803,42,0.025519,0.284706,0.038824 
49691.400578,42,0.026775,0.297647,0.038824 
49691.428680,41,0.028102,0.310588,0.038824 
49691.458282,39,0.029602,0.271765,0.025882 
49691.486284,36,0.028002,0.271765,0.038824 
49691.512957,35,0.026673,0.245882,0.038824 
49691.538250,31,0.025293,0.220000,0.038824 
49691.562717,28,0.024467,0.194118,0.025882 
49691.584985,16,0.022268,0.155294,0.038824 
49691.860530,2,0.275545,0.103529,0.051765 
49691.888475,467,0.027945,0.129412,0.038824 
49691.987226,13,0.098751,0.142353,0.038824 
49692.015699,14,0.028473,0.155294,0.038824 
49692.042812,4,0.027113,0.116471,0.025882 
49695.782932,21,3.740120,0.155294,0.051765 
49695.874412,13,0.091480,0.129412,0.025882 
49696.328989,54,0.454577,0.245882,0.025882 
49696.379976,40,0.050987,0.181176,0.025882 
49696.494555,27,0.114579,0.142353,0.025882 
49696.557117,41,0.062562,0.271765,0.038824 
49696.607730,70,0.050613,0.349412,0.038824 
49696.659563,84,0.051833,0.323529,0.038824 
49696.719639,15,0.060076,0.142353,0.038824 
49696.958414,48,0.238775,0.207059,0.051765 
49696.958721,48,0.000307,0.595294,0.077647 
49697.036158,61,0.077437,0.660000,1.915294 
49697.087054,59,0.050896,0.362353,0.038824 
49697.087322,12,0.000268,0.155294,0.038824 
49697.135903,56,0.048581,0.336471,0.038824 
49697.190547,25,0.054644,0.168235,0.025882 
49697.190782,60,0.000235,0.194118,0.051765 
49697.240068,24,0.049286,0.142353,0.038824 
49697.240330,21,0.000262,0.155294,0.038824 
49697.293071,41,0.052741,0.207059,0.038824 
49697.344612,49,0.051541,0.271765,0.038824 
49697.397868,39,0.053256,0.336471,0.025882 
49697.449994,22,0.052126,0.129412,0.025882 
49697.553576,20,0.103582,0.155294,0.025882 
49697.553848,33,0.000272,0.414118,0.051765 
49697.602548,54,0.048700,0.258824,0.025882 
49697.650040,65,0.047492,0.349412,0.038824 
49697.650353,5,0.000313,0.168235,0.064706 
49697.696884,66,0.046531,0.336471,0.038824 
49697.749976,69,0.053092,0.375294,0.038824 
49697.798034,68,0.048058,0.375294,0.038824 
49697.851030,72,0.052996,0.401176,0.038824 
49697.901751,61,0.050721,0.336471,0.038824 
49697.956693,53,0.054942,0.388235,0.038824 
49698.015643,110,0.058950,0.452941,0.038824 
49704.557289,16,6.541646,0.116471,0.025882 
49833.888145,5,129.330856,0.116471,0.038824 
49898.533031,21,64.644882,0.155294,0.038824 
49931.062155,10,32.529125,0.116471,0.051765 
49949.731101,30,18.668945,0.181176,0.038824 
49949.818217,30,0.087116,0.155294,0.038824 
49950.055804,25,0.237587,0.168235,0.038824 
49950.125004,24,0.069200,0.168235,0.038824 
49950.355933,40,0.230929,0.220000,0.025882 
49956.981995,3,6.626062,0.116471,0.025882 
49966.833950,16,9.851955,0.142353,0.038824 
49967.165954,84,0.332004,0.181176,0.038824 
50054.469335,88,87.303383,0.207059,0.038824 
50129.396640,19,74.927307,0.465882,1.604706 
50129.578206,34,0.181566,0.142353,0.038824 
50150.557054,34,20.978848,0.323529,0.310588 
50180.899952,14,30.342897,0.155294,0.220000 
50218.704031,2,37.804077,0.129412,0.142353 
50372.194089,16,153.490051,0.129412,0.064706 
50493.367874,1,121.173782,0.129412,0.207059 
50493.369280,11,0.001406,0.155294,0.168235 
50522.842560,4,29.473280,0.116471,0.245882 
50522.847420,6,0.004860,0.116471,0.414118 
50531.876891,20,9.029471,0.181176,0.232941 
50609.248438,49,77.371544,0.530588,1.695294 
51107.785621,5,498.537170,0.155294,0.491765 
51107.791228,29,0.005607,0.168235,0.517647 
51218.392591,5,110.601364,0.129412,0.918824 
51539.770537,11,321.377960,0.129412,0.271765 
53190.536454,15,1650.765869,0.155294,0.038824 
53206.872400,50,16.335945,0.258824,0.025882 
53207.051981,19,0.179581,0.155294,0.038824 
53209.062605,72,2.010624,0.258824,0.051765 
53209.228268,63,0.165663,0.245882,0.038824 
53211.454725,109,2.226457,0.271765,0.038824 
53211.949047,33,0.494322,0.155294,0.025882 
53212.135062,65,0.186015,0.271765,0.038824 
53212.317724,115,0.182662,0.220000,0.025882 
53212.525472,51,0.207748,0.220000,0.038824 
53212.725088,42,0.199616,0.284706,0.038824 
53212.904913,17,0.179825,0.168235,0.038824 
53213.077684,19,0.172771,0.155294,0.038824 
53213.242492,71,0.164808,0.168235,0.038824 
53213.429911,77,0.187419,0.336471,0.038824 
53213.612705,71,0.182794,0.362353,0.051765 
53213.785424,17,0.172719,0.142353,0.038824 
53214.148590,52,0.363166,0.349412,0.038824 
53214.149078,15,0.000488,0.129412,0.038824 
53214.295307,2,0.146229,0.116471,0.038824 
53214.744360,87,0.449053,0.323529,0.077647 
53226.852402,53,12.108042,0.349412,0.038824 
53226.982862,96,0.130460,0.504706,0.051765 
53226.983404,12,0.000542,0.116471,0.038824 
53227.301945,75,0.318541,0.362353,0.051765 
53227.302409,4,0.000464,0.116471,0.051765 
53227.410424,114,0.108015,0.465882,0.038824 
53227.841634,24,0.431210,0.129412,0.038824 
53227.941946,115,0.100312,0.491765,0.051765 
53227.942560,12,0.000614,0.155294,0.051765 
53228.065234,94,0.122674,0.427059,0.038824 
53228.065756,3,0.000522,0.129412,0.025882 
53228.177972,110,0.112216,0.556471,0.051765 
53228.178408,14,0.000436,0.129412,0.038824 
53228.178817,6,0.000409,0.142353,0.051765 
53228.305071,71,0.126254,0.310588,0.038824 
53228.305633,98,0.000562,0.220000,0.038824 
53228.433748,52,0.128115,0.245882,0.051765 
53228.434188,41,0.000440,0.142353,0.038824 
53228.546845,30,0.112657,0.232941,0.038824 
53228.547370,56,0.000525,0.220000,0.038824 
53228.648584,32,0.101214,0.232941,0.038824 
53228.649117,58,0.000533,0.194118,0.038824 
53228.745962,51,0.096845,0.258824,0.025882 
53228.746418,22,0.000456,0.168235,0.038824 
53228.840994,57,0.094576,0.271765,0.038824 
53228.841500,62,0.000506,0.194118,0.038824 
53228.930651,41,0.089151,0.258824,0.038824 
53228.931120,6,0.000469,0.116471,0.025882 
53228.931473,16,0.000353,0.142353,0.051765 
53251.535821,31,22.604347,0.168235,0.207059 
53251.553673,68,0.017852,0.232941,0.051765 
53251.572349,76,0.018676,0.271765,0.025882 
53251.590959,77,0.018610,0.271765,0.051765 
53251.610305,74,0.019346,0.284706,0.038824 
53251.628590,76,0.018285,0.271765,0.051765 
53251.644337,82,0.015747,0.323529,0.038824 
53251.659884,83,0.015547,0.323529,0.038824 
53251.674953,72,0.015069,0.258824,0.051765 
53251.689290,29,0.014337,0.181176,0.038824 
53251.787632,31,0.098342,0.181176,0.038824 
53251.805024,77,0.017392,0.271765,0.038824 
53251.821402,80,0.016378,0.310588,0.038824 
53251.837412,83,0.016010,0.375294,0.025882 
53251.853775,87,0.016363,0.388235,0.038824 
53251.871070,89,0.017295,0.388235,0.038824 
53251.890062,86,0.018992,0.375294,0.038824 
53251.908511,82,0.018449,0.336471,0.038824 
53251.926485,77,0.017974,0.297647,0.038824 
53251.944490,69,0.018005,0.245882,0.038824 
53251.962723,71,0.018233,0.232941,0.038824 
53251.982880,68,0.020157,0.232941,0.038824 
53252.003365,71,0.020485,0.245882,0.038824 
53252.023343,75,0.019978,0.297647,0.038824 
53252.041657,76,0.018314,0.362353,0.038824 
53252.060418,76,0.018761,0.349412,0.038824 
53252.080034,75,0.019616,0.362353,0.038824 
53252.100649,76,0.020615,0.349412,0.025882 
53252.121795,74,0.021146,0.349412,0.038824 
53252.141316,68,0.019521,0.310588,0.038824 
53252.159297,66,0.017981,0.245882,0.038824 
53252.178241,60,0.018944,0.232941,0.038824 
53252.197245,61,0.019004,0.245882,0.038824 
53252.218139,64,0.020894,0.258824,0.038824 
53252.235864,60,0.017725,0.245882,0.038824 
53252.252771,63,0.016907,0.258824,0.038824 
53252.267838,60,0.015067,0.220000,0.038824 
53252.283150,51,0.015312,0.194118,0.038824 
53252.297616,52,0.014466,0.194118,0.051765 
53252.311723,46,0.014107,0.181176,0.038824 
53252.324794,36,0.013071,0.181176,0.038824 
53252.337452,36,0.012658,0.168235,0.051765 
53252.348701,30,0.011249,0.168235,0.038824 
53252.358907,30,0.010206,0.168235,0.038824 
53252.368620,19,0.009713,0.142353,0.025882 
53252.377592,6,0.008972,0.116471,0.025882 
53252.385091,18,0.007499,0.129412,0.038824 
53252.392648,14,0.007557,0.129412,0.038824 
53252.400077,7,0.007429,0.116471,0.025882 
53252.407346,6,0.007269,0.129412,0.038824 
53252.448498,3,0.041152,0.116471,0.038824 
53252.565782,4524,0.117284,0.103529,0.038824 
53252.574850,3,0.009068,0.129412,0.038824 
53252.579400,5,0.004550,0.116471,0.051765 
53252.583972,4608,0.004572,0.116471,0.038824 
53252.593200,1,0.009228,0.116471,0.038824 
53252.597822,9,0.004622,0.129412,0.038824 
53252.602419,7,0.004597,0.129412,0.038824 
53252.607004,4583,0.004585,0.116471,0.025882 
53252.616200,8,0.009196,0.129412,0.038824 
53252.620864,16,0.004664,0.129412,0.038824 
53252.630330,11,0.009466,0.129412,0.038824 
53252.635128,14,0.004798,0.129412,0.038824 
53252.639957,9,0.004829,0.129412,0.038824 
53252.644824,12,0.004867,0.129412,0.051765 
53252.649720,1,0.004896,0.129412,0.038824 
53252.654642,10,0.004922,0.129412,0.038824 
53252.659638,13,0.004996,0.142353,0.038824 
53252.664735,15,0.005097,0.129412,0.038824 
53252.669926,14,0.005191,0.129412,0.038824 
53252.675245,9,0.005319,0.129412,0.038824 
53252.680644,15,0.005399,0.129412,0.038824 
53252.686190,16,0.005546,0.142353,0.038824 
53252.691899,20,0.005709,0.142353,0.038824 
53252.697707,21,0.005808,0.142353,0.038824 
53252.703686,25,0.005979,0.142353,0.038824 
53252.709775,28,0.006089,0.155294,0.038824 
53252.715955,30,0.006180,0.168235,0.051765 
53252.722256,28,0.006301,0.168235,0.025882 
53252.728727,30,0.006471,0.168235,0.038824 
53252.735405,31,0.006678,0.168235,0.025882 
53252.742230,28,0.006825,0.155294,0.051765 
53252.749070,28,0.006840,0.168235,0.051765 
53252.755951,21,0.006881,0.142353,0.038824 
53252.762855,9,0.006904,0.129412,0.038824 
53252.986596,11,0.223741,0.155294,0.025882 
53252.995071,21,0.008475,0.194118,0.051765 
53253.003397,26,0.008326,0.207059,0.038824 
53253.011686,30,0.008289,0.220000,0.025882 
53253.019946,29,0.008260,0.232941,0.038824 
53253.028207,33,0.008261,0.245882,0.038824 
53253.036668,32,0.008461,0.245882,0.038824 
53253.045357,28,0.008689,0.220000,0.038824 
53253.054399,27,0.009042,0.207059,0.038824 
53253.063784,17,0.009385,0.155294,0.051765 
53253.073625,4,0.009841,0.129412,0.038824 
53253.155214,12,0.081589,0.142353,0.038824 
53253.168408,52,0.013194,0.245882,0.038824 
53253.180674,58,0.012266,0.284706,0.038824 
53253.192412,52,0.011738,0.245882,0.038824 
53253.203167,17,0.010755,0.155294,0.038824 
53275.678486,9,22.475319,0.129412,0.051765 
53278.139721,19,2.461235,0.142353,0.038824 
53278.301063,49,0.161342,0.271765,0.038824 
53278.590368,17,0.289305,0.129412,0.038824 
53278.591148,12,0.000780,0.142353,0.025882 
53278.709955,68,0.118807,0.181176,0.051765 
53278.837857,101,0.127902,0.245882,0.038824 
53278.937961,90,0.100104,0.336471,0.025882 
53279.063446,40,0.125485,0.207059,0.051765 
53670.605442,20,391.541992,0.129412,0.025882 
53670.765224,36,0.159782,0.168235,0.038824 
53719.994521,32,49.229298,0.155294,0.038824 
53737.944192,38,17.949671,0.181176,0.038824 
53738.351106,45,0.406914,0.207059,0.051765 
53738.480009,37,0.128903,0.207059,0.025882 
53738.591827,43,0.111818,0.245882,0.038824 
53738.677466,41,0.085639,0.245882,0.025882 
53738.761682,34,0.084216,0.194118,0.038824 
53738.837582,21,0.075900,0.142353,0.038824 
53849.534066,15,110.696487,0.142353,0.038824 
53857.598779,47,8.064713,0.362353,1.436471 
53857.907055,18,0.308276,0.129412,0.038824 
53870.562566,4,12.655511,0.129412,0.038824 
53873.207262,44,2.644696,0.569412,1.747059 
53892.853470,30,19.646208,0.155294,0.038824 
53893.053415,37,0.199945,0.168235,0.038824 
53894.261284,16,1.207869,0.129412,0.025882 
53894.710036,56,0.448752,0.194118,0.038824 
53913.042612,39,18.332577,0.220000,0.038824 
53913.172408,63,0.129796,0.232941,0.025882 
53913.493544,1,0.321136,0.116471,0.038824 
53919.935094,57,6.441550,0.220000,0.025882 
53927.958101,65,8.023007,0.168235,0.051765 
53929.359006,69,1.400905,0.323529,0.038824 
53931.278960,55,1.919954,0.181176,0.025882 
53938.614745,6,7.335785,0.129412,0.776471 
53941.396427,152,2.781682,0.621176,0.051765 
53944.777648,32,3.381221,0.155294,0.038824 
53945.408571,161,0.630923,0.647059,0.064706 
53945.547554,150,0.138983,0.634118,0.064706 
53945.708386,100,0.160832,0.569412,0.051765 
53946.945983,35,1.237597,0.142353,0.025882 
53947.091284,65,0.145301,0.323529,0.038824 
53950.249613,19,3.158329,0.129412,0.025882 
53950.365070,86,0.115457,0.388235,0.038824 
53954.351513,38,3.986443,0.181176,0.970588 
53954.481464,84,0.129951,0.284706,0.038824 
53956.850816,52,2.369352,0.245882,0.038824 
53957.026234,37,0.175418,0.168235,0.025882 
53958.061024,37,1.034790,0.168235,0.025882 
53958.395763,94,0.334739,0.258824,0.038824 
